dataset,val_uid,analysis_split,arm,level,requested_similarity,source_uid,similarity
logiqa2,logiqa2-validation-001463,calibration,placebo,placebo,,logiqa2-train-002360,0.031006334349513054
logiqa2,logiqa2-validation-001464,test,retrieved,target_0.30,0.3,logiqa2-train-005442,0.29996660351753235
logiqa2,logiqa2-validation-001464,test,retrieved,target_0.50,0.5,logiqa2-train-012283,0.4982161521911621
logiqa2,logiqa2-validation-001464,test,retrieved,target_0.70,0.7,logiqa2-train-011137,0.7182521820068359
logiqa2,logiqa2-validation-001464,test,retrieved,top,,logiqa2-train-001606,0.7335710525512695
logiqa2,logiqa2-validation-001464,test,placebo,placebo,,logiqa2-train-006169,0.0721299797296524
logiqa2,logiqa2-validation-001465,calibration,retrieved,target_0.30,0.3,logiqa2-train-010638,0.3001451790332794
logiqa2,logiqa2-validation-001465,calibration,retrieved,target_0.50,0.5,logiqa2-train-012095,0.49971115589141846
logiqa2,logiqa2-validation-001465,calibration,retrieved,target_0.70,0.7,logiqa2-train-005536,0.5389750599861145
logiqa2,logiqa2-validation-001465,calibration,retrieved,top,,logiqa2-train-006326,0.5644860863685608
logiqa2,logiqa2-validation-001465,calibration,placebo,placebo,,logiqa2-train-006876,0.060988396406173706
logiqa2,logiqa2-validation-001466,calibration,retrieved,target_0.30,0.3,logiqa2-train-008688,0.3001723289489746
logiqa2,logiqa2-validation-001466,calibration,retrieved,target_0.50,0.5,logiqa2-train-009594,0.4976519048213959
logiqa2,logiqa2-validation-001466,calibration,retrieved,target_0.70,0.7,logiqa2-train-004925,0.5905057787895203
logiqa2,logiqa2-validation-001466,calibration,retrieved,top,,logiqa2-train-011562,0.6945071220397949
logiqa2,logiqa2-validation-001466,calibration,placebo,placebo,,logiqa2-train-002463,0.022904861718416214
logiqa2,logiqa2-validation-001467,calibration,retrieved,target_0.30,0.3,logiqa2-train-003403,0.30001896619796753
logiqa2,logiqa2-validation-001467,calibration,retrieved,target_0.50,0.5,logiqa2-train-006468,0.49968934059143066
logiqa2,logiqa2-validation-001467,calibration,retrieved,target_0.70,0.7,logiqa2-train-000142,0.5460080504417419
logiqa2,logiqa2-validation-001467,calibration,retrieved,top,,logiqa2-train-000371,0.5485309362411499
logiqa2,logiqa2-validation-001467,calibration,placebo,placebo,,logiqa2-train-000123,0.0883900374174118
logiqa2,logiqa2-validation-001468,calibration,retrieved,target_0.30,0.3,logiqa2-train-010738,0.29979199171066284
logiqa2,logiqa2-validation-001468,calibration,retrieved,target_0.50,0.5,logiqa2-train-008135,0.5189210176467896
logiqa2,logiqa2-validation-001468,calibration,retrieved,target_0.70,0.7,logiqa2-train-009233,0.45403504371643066
logiqa2,logiqa2-validation-001468,calibration,retrieved,top,,logiqa2-train-010594,0.5475232005119324
logiqa2,logiqa2-validation-001468,calibration,placebo,placebo,,logiqa2-train-006476,-0.026652147993445396
logiqa2,logiqa2-validation-001469,calibration,retrieved,target_0.30,0.3,logiqa2-train-010272,0.3000570833683014
logiqa2,logiqa2-validation-001469,calibration,retrieved,target_0.50,0.5,logiqa2-train-006531,0.499979168176651
logiqa2,logiqa2-validation-001469,calibration,retrieved,target_0.70,0.7,logiqa2-train-002449,0.6262696385383606
logiqa2,logiqa2-validation-001469,calibration,retrieved,top,,logiqa2-train-007311,0.700097382068634
logiqa2,logiqa2-validation-001469,calibration,placebo,placebo,,logiqa2-train-005823,0.039297573268413544
logiqa2,logiqa2-validation-001470,test,retrieved,target_0.30,0.3,logiqa2-train-011056,0.300014466047287
logiqa2,logiqa2-validation-001470,test,retrieved,target_0.50,0.5,logiqa2-train-000017,0.5163190960884094
logiqa2,logiqa2-validation-001470,test,retrieved,target_0.70,0.7,logiqa2-train-003391,0.4784889817237854
logiqa2,logiqa2-validation-001470,test,retrieved,top,,logiqa2-train-005920,0.5209976434707642
logiqa2,logiqa2-validation-001470,test,placebo,placebo,,logiqa2-train-011855,0.05937030538916588
logiqa2,logiqa2-validation-001471,calibration,retrieved,target_0.30,0.3,logiqa2-train-001199,0.30001023411750793
logiqa2,logiqa2-validation-001471,calibration,retrieved,target_0.50,0.5,logiqa2-train-000223,0.5000466108322144
logiqa2,logiqa2-validation-001471,calibration,retrieved,target_0.70,0.7,logiqa2-train-003643,0.6850594282150269
logiqa2,logiqa2-validation-001471,calibration,retrieved,top,,logiqa2-train-007529,0.7143893241882324
logiqa2,logiqa2-validation-001471,calibration,placebo,placebo,,logiqa2-train-002156,0.14382696151733398
logiqa2,logiqa2-validation-001472,test,retrieved,target_0.30,0.3,logiqa2-train-006350,0.2999941408634186
logiqa2,logiqa2-validation-001472,test,retrieved,target_0.50,0.5,logiqa2-train-000677,0.500675618648529
logiqa2,logiqa2-validation-001472,test,retrieved,target_0.70,0.7,logiqa2-train-011053,0.6670445799827576
logiqa2,logiqa2-validation-001472,test,retrieved,top,,logiqa2-train-007883,0.6699419021606445
logiqa2,logiqa2-validation-001472,test,placebo,placebo,,logiqa2-train-012223,0.07143693417310715
logiqa2,logiqa2-validation-001473,calibration,retrieved,target_0.30,0.3,logiqa2-train-000248,0.29989558458328247
logiqa2,logiqa2-validation-001473,calibration,retrieved,target_0.50,0.5,logiqa2-train-008146,0.5009632110595703
logiqa2,logiqa2-validation-001473,calibration,retrieved,target_0.70,0.7,logiqa2-train-006843,0.702019453048706
logiqa2,logiqa2-validation-001473,calibration,retrieved,top,,logiqa2-train-011989,0.9612706303596497
logiqa2,logiqa2-validation-001473,calibration,placebo,placebo,,logiqa2-train-001866,0.07966867834329605
logiqa2,logiqa2-validation-001474,calibration,retrieved,target_0.30,0.3,logiqa2-train-009447,0.2999781370162964
logiqa2,logiqa2-validation-001474,calibration,retrieved,target_0.50,0.5,logiqa2-train-012493,0.5020619034767151
logiqa2,logiqa2-validation-001474,calibration,retrieved,target_0.70,0.7,logiqa2-train-002959,0.5976173877716064
logiqa2,logiqa2-validation-001474,calibration,retrieved,top,,logiqa2-train-000557,0.717085599899292
logiqa2,logiqa2-validation-001474,calibration,placebo,placebo,,logiqa2-train-011310,0.026892008259892464
logiqa2,logiqa2-validation-001475,calibration,retrieved,target_0.30,0.3,logiqa2-train-000215,0.299992173910141
logiqa2,logiqa2-validation-001475,calibration,retrieved,target_0.50,0.5,logiqa2-train-004680,0.4999102056026459
logiqa2,logiqa2-validation-001475,calibration,retrieved,target_0.70,0.7,logiqa2-train-006977,0.6590134501457214
logiqa2,logiqa2-validation-001475,calibration,retrieved,top,,logiqa2-train-007410,0.6927059888839722
logiqa2,logiqa2-validation-001475,calibration,placebo,placebo,,logiqa2-train-009121,0.07077644765377045
logiqa2,logiqa2-validation-001476,test,retrieved,target_0.30,0.3,logiqa2-train-001815,0.30004793405532837
logiqa2,logiqa2-validation-001476,test,retrieved,target_0.50,0.5,logiqa2-train-001196,0.504198431968689
logiqa2,logiqa2-validation-001476,test,retrieved,target_0.70,0.7,logiqa2-train-009068,0.6350787281990051
logiqa2,logiqa2-validation-001476,test,retrieved,top,,logiqa2-train-008751,0.6481776833534241
logiqa2,logiqa2-validation-001476,test,placebo,placebo,,logiqa2-train-001347,0.042778484523296356
logiqa2,logiqa2-validation-001477,test,retrieved,target_0.30,0.3,logiqa2-train-003485,0.299986332654953
logiqa2,logiqa2-validation-001477,test,retrieved,target_0.50,0.5,logiqa2-train-000822,0.4971509277820587
logiqa2,logiqa2-validation-001477,test,retrieved,target_0.70,0.7,logiqa2-train-002362,0.6427457928657532
logiqa2,logiqa2-validation-001477,test,retrieved,top,,logiqa2-train-005719,0.6925243139266968
logiqa2,logiqa2-validation-001477,test,placebo,placebo,,logiqa2-train-010414,0.0019963132217526436
logiqa2,logiqa2-validation-001478,test,retrieved,target_0.30,0.3,logiqa2-train-006471,0.29996758699417114
logiqa2,logiqa2-validation-001478,test,retrieved,target_0.50,0.5,logiqa2-train-008753,0.5013546943664551
logiqa2,logiqa2-validation-001478,test,retrieved,target_0.70,0.7,logiqa2-train-010415,0.5622633695602417
logiqa2,logiqa2-validation-001478,test,retrieved,top,,logiqa2-train-003972,0.6024054884910583
logiqa2,logiqa2-validation-001478,test,placebo,placebo,,logiqa2-train-011842,0.013710608705878258
logiqa2,logiqa2-validation-001479,calibration,retrieved,target_0.30,0.3,logiqa2-train-011075,0.30001968145370483
logiqa2,logiqa2-validation-001479,calibration,retrieved,target_0.50,0.5,logiqa2-train-011546,0.49855029582977295
logiqa2,logiqa2-validation-001479,calibration,retrieved,target_0.70,0.7,logiqa2-train-009068,0.5733264088630676
logiqa2,logiqa2-validation-001479,calibration,retrieved,top,,logiqa2-train-008585,0.6094880104064941
logiqa2,logiqa2-validation-001479,calibration,placebo,placebo,,logiqa2-train-010148,0.07862646132707596
logiqa2,logiqa2-validation-001480,test,retrieved,target_0.30,0.3,logiqa2-train-002998,0.30013811588287354
logiqa2,logiqa2-validation-001480,test,retrieved,target_0.50,0.5,logiqa2-train-010063,0.4886716604232788
logiqa2,logiqa2-validation-001480,test,retrieved,target_0.70,0.7,logiqa2-train-009559,0.6954601407051086
logiqa2,logiqa2-validation-001480,test,retrieved,top,,logiqa2-train-008218,0.7590594291687012
logiqa2,logiqa2-validation-001480,test,placebo,placebo,,logiqa2-train-000702,-0.003573597641661763
logiqa2,logiqa2-validation-001481,calibration,retrieved,target_0.30,0.3,logiqa2-train-008159,0.29980722069740295
logiqa2,logiqa2-validation-001481,calibration,retrieved,target_0.50,0.5,logiqa2-train-010312,0.45475438237190247
logiqa2,logiqa2-validation-001481,calibration,retrieved,target_0.70,0.7,logiqa2-train-005471,0.4526616632938385
logiqa2,logiqa2-validation-001481,calibration,retrieved,top,,logiqa2-train-006286,0.4821118414402008
logiqa2,logiqa2-validation-001481,calibration,placebo,placebo,,logiqa2-train-002310,0.027884608134627342
logiqa2,logiqa2-validation-001482,test,retrieved,target_0.30,0.3,logiqa2-train-005776,0.29995912313461304
logiqa2,logiqa2-validation-001482,test,retrieved,target_0.50,0.5,logiqa2-train-010426,0.4922471046447754
logiqa2,logiqa2-validation-001482,test,retrieved,target_0.70,0.7,logiqa2-train-008260,0.5400362014770508
logiqa2,logiqa2-validation-001482,test,retrieved,top,,logiqa2-train-011109,0.5677676796913147
logiqa2,logiqa2-validation-001482,test,placebo,placebo,,logiqa2-train-001937,0.01657954975962639
logiqa2,logiqa2-validation-001483,calibration,retrieved,target_0.30,0.3,logiqa2-train-008131,0.3000181019306183
logiqa2,logiqa2-validation-001483,calibration,retrieved,target_0.50,0.5,logiqa2-train-006569,0.4286356270313263
logiqa2,logiqa2-validation-001483,calibration,retrieved,target_0.70,0.7,logiqa2-train-006640,0.42566025257110596
logiqa2,logiqa2-validation-001483,calibration,retrieved,top,,logiqa2-train-002347,0.47191211581230164
logiqa2,logiqa2-validation-001483,calibration,placebo,placebo,,logiqa2-train-004857,0.04023713618516922
logiqa2,logiqa2-validation-001484,test,retrieved,target_0.30,0.3,logiqa2-train-000017,0.2999761402606964
logiqa2,logiqa2-validation-001484,test,retrieved,target_0.50,0.5,logiqa2-train-007690,0.46940848231315613
logiqa2,logiqa2-validation-001484,test,retrieved,target_0.70,0.7,logiqa2-train-001330,0.46631959080696106
logiqa2,logiqa2-validation-001484,test,retrieved,top,,logiqa2-train-002072,0.4702867865562439
logiqa2,logiqa2-validation-001484,test,placebo,placebo,,logiqa2-train-006974,0.07275094836950302
logiqa2,logiqa2-validation-001485,calibration,retrieved,target_0.30,0.3,logiqa2-train-007109,0.2999395430088043
logiqa2,logiqa2-validation-001485,calibration,retrieved,target_0.50,0.5,logiqa2-train-005903,0.4418298900127411
logiqa2,logiqa2-validation-001485,calibration,retrieved,target_0.70,0.7,logiqa2-train-007202,0.4285105764865875
logiqa2,logiqa2-validation-001485,calibration,retrieved,top,,logiqa2-train-008338,0.47715267539024353
logiqa2,logiqa2-validation-001485,calibration,placebo,placebo,,logiqa2-train-007191,0.05685527250170708
logiqa2,logiqa2-validation-001486,calibration,retrieved,target_0.30,0.3,logiqa2-train-002037,0.2999391555786133
logiqa2,logiqa2-validation-001486,calibration,retrieved,target_0.50,0.5,logiqa2-train-005192,0.4995273947715759
logiqa2,logiqa2-validation-001486,calibration,retrieved,target_0.70,0.7,logiqa2-train-009875,0.6838974952697754
logiqa2,logiqa2-validation-001486,calibration,retrieved,top,,logiqa2-train-010807,0.769700288772583
logiqa2,logiqa2-validation-001486,calibration,placebo,placebo,,logiqa2-train-006899,0.11729657649993896
logiqa2,logiqa2-validation-001487,calibration,retrieved,target_0.30,0.3,logiqa2-train-002078,0.3000018894672394
logiqa2,logiqa2-validation-001487,calibration,retrieved,target_0.50,0.5,logiqa2-train-011625,0.45903319120407104
logiqa2,logiqa2-validation-001487,calibration,retrieved,target_0.70,0.7,logiqa2-train-009103,0.456836998462677
logiqa2,logiqa2-validation-001487,calibration,retrieved,top,,logiqa2-train-011301,0.4600156843662262
logiqa2,logiqa2-validation-001487,calibration,placebo,placebo,,logiqa2-train-004228,0.008217722177505493
logiqa2,logiqa2-validation-001488,calibration,retrieved,target_0.30,0.3,logiqa2-train-009384,0.30002129077911377
logiqa2,logiqa2-validation-001488,calibration,retrieved,target_0.50,0.5,logiqa2-train-002249,0.49892130494117737
logiqa2,logiqa2-validation-001488,calibration,retrieved,target_0.70,0.7,logiqa2-train-000852,0.5643817186355591
logiqa2,logiqa2-validation-001488,calibration,retrieved,top,,logiqa2-train-003461,0.5784095525741577
logiqa2,logiqa2-validation-001488,calibration,placebo,placebo,,logiqa2-train-011716,-0.03625097498297691
logiqa2,logiqa2-validation-001489,calibration,retrieved,target_0.30,0.3,logiqa2-train-011713,0.300079345703125
logiqa2,logiqa2-validation-001489,calibration,retrieved,target_0.50,0.5,logiqa2-train-002789,0.4944414496421814
logiqa2,logiqa2-validation-001489,calibration,retrieved,target_0.70,0.7,logiqa2-train-007727,0.48155200481414795
logiqa2,logiqa2-validation-001489,calibration,retrieved,top,,logiqa2-train-001727,0.5306156873703003
logiqa2,logiqa2-validation-001489,calibration,placebo,placebo,,logiqa2-train-006019,0.015476083382964134
logiqa2,logiqa2-validation-001490,calibration,retrieved,target_0.30,0.3,logiqa2-train-001815,0.30007317662239075
logiqa2,logiqa2-validation-001490,calibration,retrieved,target_0.50,0.5,logiqa2-train-000565,0.50294029712677
logiqa2,logiqa2-validation-001490,calibration,retrieved,target_0.70,0.7,logiqa2-train-010613,0.5412960052490234
logiqa2,logiqa2-validation-001490,calibration,retrieved,top,,logiqa2-train-007310,0.5435636043548584
logiqa2,logiqa2-validation-001490,calibration,placebo,placebo,,logiqa2-train-000890,0.03730040416121483
logiqa2,logiqa2-validation-001491,calibration,retrieved,target_0.30,0.3,logiqa2-train-005081,0.29995331168174744
logiqa2,logiqa2-validation-001491,calibration,retrieved,target_0.50,0.5,logiqa2-train-007904,0.4992375373840332
logiqa2,logiqa2-validation-001491,calibration,retrieved,target_0.70,0.7,logiqa2-train-006211,0.5253378748893738
logiqa2,logiqa2-validation-001491,calibration,retrieved,top,,logiqa2-train-007145,0.594683051109314
logiqa2,logiqa2-validation-001491,calibration,placebo,placebo,,logiqa2-train-009234,0.02731006219983101
logiqa2,logiqa2-validation-001492,test,retrieved,target_0.30,0.3,logiqa2-train-009628,0.3000137507915497
logiqa2,logiqa2-validation-001492,test,retrieved,target_0.50,0.5,logiqa2-train-007248,0.5003933310508728
logiqa2,logiqa2-validation-001492,test,retrieved,target_0.70,0.7,logiqa2-train-009062,0.5869787931442261
logiqa2,logiqa2-validation-001492,test,retrieved,top,,logiqa2-train-005337,0.6793590188026428
logiqa2,logiqa2-validation-001492,test,placebo,placebo,,logiqa2-train-005144,0.0917922705411911
logiqa2,logiqa2-validation-001493,calibration,retrieved,target_0.30,0.3,logiqa2-train-012205,0.30002036690711975
logiqa2,logiqa2-validation-001493,calibration,retrieved,target_0.50,0.5,logiqa2-train-004675,0.5001572966575623
logiqa2,logiqa2-validation-001493,calibration,retrieved,target_0.70,0.7,logiqa2-train-008857,0.6814749836921692
logiqa2,logiqa2-validation-001493,calibration,retrieved,top,,logiqa2-train-007096,0.6915668845176697
logiqa2,logiqa2-validation-001493,calibration,placebo,placebo,,logiqa2-train-007362,-0.0030661760829389095
logiqa2,logiqa2-validation-001494,test,retrieved,target_0.30,0.3,logiqa2-train-008983,0.2999270558357239
logiqa2,logiqa2-validation-001494,test,retrieved,target_0.50,0.5,logiqa2-train-001773,0.49949055910110474
logiqa2,logiqa2-validation-001494,test,retrieved,target_0.70,0.7,logiqa2-train-002693,0.5996617674827576
logiqa2,logiqa2-validation-001494,test,retrieved,top,,logiqa2-train-004722,0.6100075244903564
logiqa2,logiqa2-validation-001494,test,placebo,placebo,,logiqa2-train-012538,0.09237267076969147
logiqa2,logiqa2-validation-001495,calibration,retrieved,target_0.30,0.3,logiqa2-train-008034,0.30003392696380615
logiqa2,logiqa2-validation-001495,calibration,retrieved,target_0.50,0.5,logiqa2-train-007810,0.485641747713089
logiqa2,logiqa2-validation-001495,calibration,retrieved,target_0.70,0.7,logiqa2-train-002210,0.47808924317359924
logiqa2,logiqa2-validation-001495,calibration,retrieved,top,,logiqa2-train-003800,0.48753035068511963
logiqa2,logiqa2-validation-001495,calibration,placebo,placebo,,logiqa2-train-009482,0.013634365983307362
logiqa2,logiqa2-validation-001496,calibration,retrieved,target_0.30,0.3,logiqa2-train-009254,0.3000618517398834
logiqa2,logiqa2-validation-001496,calibration,retrieved,target_0.50,0.5,logiqa2-train-010324,0.4990085959434509
logiqa2,logiqa2-validation-001496,calibration,retrieved,target_0.70,0.7,logiqa2-train-001971,0.5749979615211487
logiqa2,logiqa2-validation-001496,calibration,retrieved,top,,logiqa2-train-005404,0.5857027173042297
logiqa2,logiqa2-validation-001496,calibration,placebo,placebo,,logiqa2-train-000082,-0.056806985288858414
logiqa2,logiqa2-validation-001497,test,retrieved,target_0.30,0.3,logiqa2-train-010195,0.2999873757362366
logiqa2,logiqa2-validation-001497,test,retrieved,target_0.50,0.5,logiqa2-train-008274,0.5005322694778442
logiqa2,logiqa2-validation-001497,test,retrieved,target_0.70,0.7,logiqa2-train-002805,0.6835306286811829
logiqa2,logiqa2-validation-001497,test,retrieved,top,,logiqa2-train-001900,0.6918014287948608
logiqa2,logiqa2-validation-001497,test,placebo,placebo,,logiqa2-train-007872,0.03709593787789345
logiqa2,logiqa2-validation-001498,test,retrieved,target_0.30,0.3,logiqa2-train-003642,0.3001399040222168
logiqa2,logiqa2-validation-001498,test,retrieved,target_0.50,0.5,logiqa2-train-006990,0.5023660063743591
logiqa2,logiqa2-validation-001498,test,retrieved,target_0.70,0.7,logiqa2-train-007250,0.48802676796913147
logiqa2,logiqa2-validation-001498,test,retrieved,top,,logiqa2-train-009873,0.5716375112533569
logiqa2,logiqa2-validation-001498,test,placebo,placebo,,logiqa2-train-009861,0.006933803670108318
logiqa2,logiqa2-validation-001499,test,retrieved,target_0.30,0.3,logiqa2-train-006224,0.2999059855937958
logiqa2,logiqa2-validation-001499,test,retrieved,target_0.50,0.5,logiqa2-train-008531,0.497955322265625
logiqa2,logiqa2-validation-001499,test,retrieved,target_0.70,0.7,logiqa2-train-003639,0.592988133430481
logiqa2,logiqa2-validation-001499,test,retrieved,top,,logiqa2-train-008240,0.8175193071365356
logiqa2,logiqa2-validation-001499,test,placebo,placebo,,logiqa2-train-000521,0.030295168980956078
logiqa2,logiqa2-validation-001500,calibration,retrieved,target_0.30,0.3,logiqa2-train-001398,0.29999494552612305
logiqa2,logiqa2-validation-001500,calibration,retrieved,target_0.50,0.5,logiqa2-train-000174,0.5000567436218262
logiqa2,logiqa2-validation-001500,calibration,retrieved,target_0.70,0.7,logiqa2-train-006654,0.6296530961990356
logiqa2,logiqa2-validation-001500,calibration,retrieved,top,,logiqa2-train-009979,0.6521125435829163
logiqa2,logiqa2-validation-001500,calibration,placebo,placebo,,logiqa2-train-000803,0.1025586798787117
logiqa2,logiqa2-validation-001501,calibration,retrieved,target_0.30,0.3,logiqa2-train-009397,0.30000749230384827
logiqa2,logiqa2-validation-001501,calibration,retrieved,target_0.50,0.5,logiqa2-train-005736,0.5000296235084534
logiqa2,logiqa2-validation-001501,calibration,retrieved,target_0.70,0.7,logiqa2-train-010901,0.7001940011978149
logiqa2,logiqa2-validation-001501,calibration,retrieved,top,,logiqa2-train-010858,0.7950643301010132
logiqa2,logiqa2-validation-001501,calibration,placebo,placebo,,logiqa2-train-006057,0.016340576112270355
logiqa2,logiqa2-validation-001502,test,retrieved,target_0.30,0.3,logiqa2-train-009640,0.3000018000602722
logiqa2,logiqa2-validation-001502,test,retrieved,target_0.50,0.5,logiqa2-train-011861,0.5006754398345947
logiqa2,logiqa2-validation-001502,test,retrieved,target_0.70,0.7,logiqa2-train-010838,0.5477589964866638
logiqa2,logiqa2-validation-001502,test,retrieved,top,,logiqa2-train-009575,0.5513888597488403
logiqa2,logiqa2-validation-001502,test,placebo,placebo,,logiqa2-train-007258,0.029261372983455658
logiqa2,logiqa2-validation-001503,calibration,retrieved,target_0.30,0.3,logiqa2-train-010242,0.29989832639694214
logiqa2,logiqa2-validation-001503,calibration,retrieved,target_0.50,0.5,logiqa2-train-010909,0.5029738545417786
logiqa2,logiqa2-validation-001503,calibration,retrieved,target_0.70,0.7,logiqa2-train-010145,0.5838728547096252
logiqa2,logiqa2-validation-001503,calibration,retrieved,top,,logiqa2-train-010802,0.972961962223053
logiqa2,logiqa2-validation-001503,calibration,placebo,placebo,,logiqa2-train-001495,0.05679967254400253
logiqa2,logiqa2-validation-001504,test,retrieved,target_0.30,0.3,logiqa2-train-007101,0.2999975085258484
logiqa2,logiqa2-validation-001504,test,retrieved,target_0.50,0.5,logiqa2-train-012058,0.4992932379245758
logiqa2,logiqa2-validation-001504,test,retrieved,target_0.70,0.7,logiqa2-train-001653,0.5524788498878479
logiqa2,logiqa2-validation-001504,test,retrieved,top,,logiqa2-train-007935,0.5657138824462891
logiqa2,logiqa2-validation-001504,test,placebo,placebo,,logiqa2-train-010112,0.014833587221801281
logiqa2,logiqa2-validation-001505,calibration,retrieved,target_0.30,0.3,logiqa2-train-009764,0.30000022053718567
logiqa2,logiqa2-validation-001505,calibration,retrieved,target_0.50,0.5,logiqa2-train-003024,0.4999471604824066
logiqa2,logiqa2-validation-001505,calibration,retrieved,target_0.70,0.7,logiqa2-train-011309,0.6469128131866455
logiqa2,logiqa2-validation-001505,calibration,retrieved,top,,logiqa2-train-004116,0.8192307949066162
logiqa2,logiqa2-validation-001505,calibration,placebo,placebo,,logiqa2-train-008626,0.042930833995342255
logiqa2,logiqa2-validation-001506,calibration,retrieved,target_0.30,0.3,logiqa2-train-008859,0.2995392978191376
logiqa2,logiqa2-validation-001506,calibration,retrieved,target_0.50,0.5,logiqa2-train-005710,0.41093286871910095
logiqa2,logiqa2-validation-001506,calibration,retrieved,target_0.70,0.7,logiqa2-train-011607,0.40534111857414246
logiqa2,logiqa2-validation-001506,calibration,retrieved,top,,logiqa2-train-004663,0.47156646847724915
logiqa2,logiqa2-validation-001506,calibration,placebo,placebo,,logiqa2-train-012259,0.04039588198065758
logiqa2,logiqa2-validation-001507,calibration,retrieved,target_0.30,0.3,logiqa2-train-000667,0.2999991774559021
logiqa2,logiqa2-validation-001507,calibration,retrieved,target_0.50,0.5,logiqa2-train-002986,0.49996307492256165
logiqa2,logiqa2-validation-001507,calibration,retrieved,target_0.70,0.7,logiqa2-train-011128,0.5958601832389832
logiqa2,logiqa2-validation-001507,calibration,retrieved,top,,logiqa2-train-003350,0.6321545839309692
logiqa2,logiqa2-validation-001507,calibration,placebo,placebo,,logiqa2-train-001721,0.076767697930336
logiqa2,logiqa2-validation-001508,test,retrieved,target_0.30,0.3,logiqa2-train-007955,0.30000025033950806
logiqa2,logiqa2-validation-001508,test,retrieved,target_0.50,0.5,logiqa2-train-002491,0.4992147386074066
logiqa2,logiqa2-validation-001508,test,retrieved,target_0.70,0.7,logiqa2-train-007994,0.5368181467056274
logiqa2,logiqa2-validation-001508,test,retrieved,top,,logiqa2-train-010910,0.8468207120895386
logiqa2,logiqa2-validation-001508,test,placebo,placebo,,logiqa2-train-003792,-0.009154855273663998
logiqa2,logiqa2-validation-001509,test,retrieved,target_0.30,0.3,logiqa2-train-011285,0.30004042387008667
logiqa2,logiqa2-validation-001509,test,retrieved,target_0.50,0.5,logiqa2-train-002485,0.49927616119384766
logiqa2,logiqa2-validation-001509,test,retrieved,target_0.70,0.7,logiqa2-train-006985,0.5735602378845215
logiqa2,logiqa2-validation-001509,test,retrieved,top,,logiqa2-train-000021,0.5920838117599487
logiqa2,logiqa2-validation-001509,test,placebo,placebo,,logiqa2-train-002175,0.08757053315639496
logiqa2,logiqa2-validation-001510,calibration,retrieved,target_0.30,0.3,logiqa2-train-008840,0.2999619245529175
logiqa2,logiqa2-validation-001510,calibration,retrieved,target_0.50,0.5,logiqa2-train-007426,0.5041908621788025
logiqa2,logiqa2-validation-001510,calibration,retrieved,target_0.70,0.7,logiqa2-train-012516,0.5304452180862427
logiqa2,logiqa2-validation-001510,calibration,retrieved,top,,logiqa2-train-005060,0.5359953045845032
logiqa2,logiqa2-validation-001510,calibration,placebo,placebo,,logiqa2-train-012339,0.034496769309043884
logiqa2,logiqa2-validation-001511,calibration,retrieved,target_0.30,0.3,logiqa2-train-010045,0.30004000663757324
logiqa2,logiqa2-validation-001511,calibration,retrieved,target_0.50,0.5,logiqa2-train-003452,0.49463048577308655
logiqa2,logiqa2-validation-001511,calibration,retrieved,target_0.70,0.7,logiqa2-train-011332,0.6876794099807739
logiqa2,logiqa2-validation-001511,calibration,retrieved,top,,logiqa2-train-011287,0.7447088360786438
logiqa2,logiqa2-validation-001511,calibration,placebo,placebo,,logiqa2-train-005793,0.09960540384054184
logiqa2,logiqa2-validation-001512,calibration,retrieved,target_0.30,0.3,logiqa2-train-005686,0.30000028014183044
logiqa2,logiqa2-validation-001512,calibration,retrieved,target_0.50,0.5,logiqa2-train-006277,0.4997737407684326
logiqa2,logiqa2-validation-001512,calibration,retrieved,target_0.70,0.7,logiqa2-train-009076,0.6840314269065857
logiqa2,logiqa2-validation-001512,calibration,retrieved,top,,logiqa2-train-002845,0.6867368221282959
logiqa2,logiqa2-validation-001512,calibration,placebo,placebo,,logiqa2-train-000229,0.11895454674959183
logiqa2,logiqa2-validation-001513,calibration,retrieved,target_0.30,0.3,logiqa2-train-004353,0.3001202344894409
logiqa2,logiqa2-validation-001513,calibration,retrieved,target_0.50,0.5,logiqa2-train-005272,0.5000866651535034
logiqa2,logiqa2-validation-001513,calibration,retrieved,target_0.70,0.7,logiqa2-train-000306,0.6394882798194885
logiqa2,logiqa2-validation-001513,calibration,retrieved,top,,logiqa2-train-004718,0.8935419917106628
logiqa2,logiqa2-validation-001513,calibration,placebo,placebo,,logiqa2-train-011134,0.06616483628749847
logiqa2,logiqa2-validation-001514,calibration,retrieved,target_0.30,0.3,logiqa2-train-010108,0.29999589920043945
logiqa2,logiqa2-validation-001514,calibration,retrieved,target_0.50,0.5,logiqa2-train-003008,0.49985843896865845
logiqa2,logiqa2-validation-001514,calibration,retrieved,target_0.70,0.7,logiqa2-train-001564,0.6562113165855408
logiqa2,logiqa2-validation-001514,calibration,retrieved,top,,logiqa2-train-011483,0.6899750828742981
logiqa2,logiqa2-validation-001514,calibration,placebo,placebo,,logiqa2-train-011087,0.08384796977043152
logiqa2,logiqa2-validation-001515,calibration,retrieved,target_0.30,0.3,logiqa2-train-004608,0.29997095465660095
logiqa2,logiqa2-validation-001515,calibration,retrieved,target_0.50,0.5,logiqa2-train-008488,0.5005427598953247
logiqa2,logiqa2-validation-001515,calibration,retrieved,target_0.70,0.7,logiqa2-train-001342,0.6621233820915222
logiqa2,logiqa2-validation-001515,calibration,retrieved,top,,logiqa2-train-009855,0.6621812582015991
