model,dataset,val_uid,source_uid,analysis_split,depth,arm,level,requested_similarity,similarity,source_correct,baseline_correct,memory_correct,delta,baseline_eval_method,memory_eval_method,source_eval_method
phi4-mini,logiqa2,logiqa2-validation-000176,logiqa2-train-005365,calibration,complex,retrieved,target_0.70,0.7,0.5361021757125854,True,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000176,logiqa2-train-005666,calibration,complex,retrieved,top,,0.5909331440925598,True,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000177,logiqa2-train-005038,test,complex,retrieved,target_0.30,0.3,0.2999899983406067,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000177,logiqa2-train-005307,test,complex,retrieved,target_0.70,0.7,0.4619944393634796,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000177,logiqa2-train-004096,test,complex,retrieved,top,,0.46561506390571594,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000177,logiqa2-train-010116,test,complex,placebo,placebo,,0.05057227984070778,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000178,logiqa2-train-011718,test,complex,retrieved,target_0.30,0.3,0.30013999342918396,True,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000178,logiqa2-train-009246,test,complex,retrieved,target_0.50,0.5,0.49087974429130554,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000178,logiqa2-train-002322,test,complex,retrieved,target_0.70,0.7,0.5375234484672546,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000178,logiqa2-train-001858,test,complex,retrieved,top,,0.5570118427276611,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000178,logiqa2-train-000474,test,complex,placebo,placebo,,0.01853664219379425,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000179,logiqa2-train-001405,test,complex,retrieved,target_0.30,0.3,0.30000558495521545,False,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000179,logiqa2-train-003579,test,complex,retrieved,target_0.50,0.5,0.49631425738334656,False,False,False,0.0,judge_fallback,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000179,logiqa2-train-012011,test,complex,retrieved,top,,0.6193745732307434,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000179,logiqa2-train-000765,test,complex,placebo,placebo,,-0.06474989652633667,False,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000180,logiqa2-train-003440,calibration,complex,retrieved,target_0.30,0.3,0.30036842823028564,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000180,logiqa2-train-010794,calibration,complex,retrieved,target_0.50,0.5,0.5047459602355957,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000180,logiqa2-train-008170,calibration,complex,retrieved,target_0.70,0.7,0.5208689570426941,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000180,logiqa2-train-009699,calibration,complex,retrieved,top,,0.5243769884109497,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000180,logiqa2-train-008006,calibration,complex,placebo,placebo,,0.032437920570373535,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000181,logiqa2-train-001867,calibration,complex,retrieved,target_0.30,0.3,0.30005016922950745,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000181,logiqa2-train-000622,calibration,complex,retrieved,target_0.50,0.5,0.5027933120727539,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000181,logiqa2-train-012137,calibration,complex,retrieved,target_0.70,0.7,0.6441716551780701,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000181,logiqa2-train-000790,calibration,complex,retrieved,top,,0.6972103118896484,False,,True,,unresolved,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000182,logiqa2-train-009428,test,complex,retrieved,target_0.50,0.5,0.498115599155426,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000182,logiqa2-train-001968,test,complex,retrieved,target_0.70,0.7,0.4709244966506958,True,False,True,1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000182,logiqa2-train-007039,test,complex,retrieved,top,,0.5023245215415955,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000182,logiqa2-train-011478,test,complex,placebo,placebo,,0.0533207505941391,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000183,logiqa2-train-002085,test,complex,retrieved,target_0.30,0.3,0.30002641677856445,True,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000183,logiqa2-train-002307,test,complex,retrieved,target_0.50,0.5,0.5016655325889587,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000183,logiqa2-train-003903,test,complex,retrieved,target_0.70,0.7,0.6208063364028931,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000183,logiqa2-train-006345,test,complex,placebo,placebo,,0.06412292271852493,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000184,logiqa2-train-005597,test,complex,retrieved,target_0.50,0.5,0.500105619430542,False,True,True,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000184,logiqa2-train-010046,test,complex,retrieved,target_0.70,0.7,0.6191105842590332,False,True,True,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000184,logiqa2-train-001036,test,complex,retrieved,top,,0.6295846700668335,True,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000184,logiqa2-train-003363,test,complex,placebo,placebo,,0.03740232065320015,True,True,True,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000185,logiqa2-train-008291,calibration,complex,retrieved,target_0.30,0.3,0.299996554851532,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000185,logiqa2-train-008729,calibration,complex,retrieved,target_0.70,0.7,0.660160481929779,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000185,logiqa2-train-009861,calibration,complex,retrieved,top,,0.8395305275917053,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000185,logiqa2-train-003763,calibration,complex,placebo,placebo,,0.05830182507634163,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000186,logiqa2-train-011012,calibration,complex,retrieved,target_0.30,0.3,0.2998112738132477,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000186,logiqa2-train-007371,calibration,complex,retrieved,target_0.70,0.7,0.511273205280304,False,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000186,logiqa2-train-004933,calibration,complex,retrieved,top,,0.9289698004722595,False,False,True,1.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000186,logiqa2-train-003656,calibration,complex,placebo,placebo,,-0.013532041572034359,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000187,logiqa2-train-007237,calibration,complex,retrieved,target_0.30,0.3,0.2999624013900757,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000187,logiqa2-train-004799,calibration,complex,retrieved,target_0.50,0.5,0.5007066130638123,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000187,logiqa2-train-007750,calibration,complex,retrieved,target_0.70,0.7,0.6272517442703247,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000187,logiqa2-train-002210,calibration,complex,retrieved,top,,0.6569154262542725,False,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000188,logiqa2-train-005227,test,complex,retrieved,target_0.30,0.3,0.3000124394893646,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000188,logiqa2-train-002055,test,complex,retrieved,target_0.50,0.5,0.500000536441803,True,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000188,logiqa2-train-008887,test,complex,retrieved,target_0.70,0.7,0.6302423477172852,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000188,logiqa2-train-011671,test,complex,retrieved,top,,0.6495486497879028,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000188,logiqa2-train-005091,test,complex,placebo,placebo,,0.10640083998441696,True,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000189,logiqa2-train-012226,test,complex,retrieved,target_0.30,0.3,0.3000516891479492,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000189,logiqa2-train-009399,test,complex,retrieved,target_0.50,0.5,0.4936378002166748,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000189,logiqa2-train-005003,test,complex,retrieved,target_0.70,0.7,0.5483506321907043,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000189,logiqa2-train-005607,test,complex,placebo,placebo,,0.07493676245212555,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000190,logiqa2-train-007863,calibration,complex,retrieved,target_0.30,0.3,0.3000091016292572,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000190,logiqa2-train-008290,calibration,complex,retrieved,target_0.50,0.5,0.48761218786239624,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000190,logiqa2-train-012441,calibration,complex,retrieved,target_0.70,0.7,0.48280686140060425,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000190,logiqa2-train-000281,calibration,complex,retrieved,top,,0.5168136954307556,False,True,False,-1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000190,logiqa2-train-000111,calibration,complex,placebo,placebo,,-0.09558779746294022,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000191,logiqa2-train-005094,calibration,complex,retrieved,target_0.30,0.3,0.30018705129623413,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000191,logiqa2-train-006661,calibration,complex,retrieved,target_0.50,0.5,0.5008491277694702,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000191,logiqa2-train-000555,calibration,complex,retrieved,target_0.70,0.7,0.5025883913040161,False,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000191,logiqa2-train-005567,calibration,complex,retrieved,top,,0.9554727077484131,False,False,True,1.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000191,logiqa2-train-001198,calibration,complex,placebo,placebo,,-0.010980622842907906,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000192,logiqa2-train-007205,test,complex,retrieved,target_0.30,0.3,0.30004242062568665,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000192,logiqa2-train-002716,test,complex,retrieved,target_0.50,0.5,0.4996854066848755,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000192,logiqa2-train-011647,test,complex,retrieved,target_0.70,0.7,0.7009310126304626,True,False,True,1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000192,logiqa2-train-010008,test,complex,retrieved,top,,0.7353381514549255,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000193,logiqa2-train-006927,calibration,complex,retrieved,target_0.30,0.3,0.2999774217605591,False,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000193,logiqa2-train-008903,calibration,complex,retrieved,target_0.70,0.7,0.5860826373100281,True,True,False,-1.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000193,logiqa2-train-006909,calibration,complex,retrieved,top,,0.5920549035072327,False,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000193,logiqa2-train-005812,calibration,complex,placebo,placebo,,0.0643693208694458,True,True,False,-1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000194,logiqa2-train-001925,calibration,complex,retrieved,target_0.30,0.3,0.29975762963294983,True,,,,unresolved,unresolved,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000194,logiqa2-train-002139,calibration,complex,retrieved,target_0.50,0.5,0.5002063512802124,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000194,logiqa2-train-009707,calibration,complex,retrieved,target_0.70,0.7,0.6229766607284546,True,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000194,logiqa2-train-009070,calibration,complex,retrieved,top,,0.6731052994728088,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000194,logiqa2-train-006188,calibration,complex,placebo,placebo,,-0.012687324546277523,False,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000195,logiqa2-train-008891,calibration,complex,retrieved,target_0.30,0.3,0.2999700903892517,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000195,logiqa2-train-000236,calibration,complex,retrieved,target_0.50,0.5,0.49950841069221497,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000195,logiqa2-train-006384,calibration,complex,retrieved,target_0.70,0.7,0.6866627931594849,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000195,logiqa2-train-001217,calibration,complex,retrieved,top,,0.7484330534934998,True,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000195,logiqa2-train-001325,calibration,complex,placebo,placebo,,0.1073969379067421,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000196,logiqa2-train-011287,calibration,complex,retrieved,target_0.30,0.3,0.29982638359069824,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000196,logiqa2-train-002678,calibration,complex,retrieved,target_0.70,0.7,0.5482587218284607,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000196,logiqa2-train-008263,calibration,complex,retrieved,top,,0.8663095235824585,False,False,False,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000196,logiqa2-train-009142,calibration,complex,placebo,placebo,,-0.046652425080537796,True,False,False,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000197,logiqa2-train-008072,calibration,complex,retrieved,target_0.30,0.3,0.3000223636627197,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000197,logiqa2-train-005666,calibration,complex,retrieved,target_0.50,0.5,0.49975651502609253,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000197,logiqa2-train-004726,calibration,complex,retrieved,top,,0.6447869539260864,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000197,logiqa2-train-001974,calibration,complex,placebo,placebo,,0.09044964611530304,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000198,logiqa2-train-010075,test,complex,retrieved,target_0.30,0.3,0.29997724294662476,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000198,logiqa2-train-010769,test,complex,retrieved,target_0.50,0.5,0.5107417702674866,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000198,logiqa2-train-004699,test,complex,retrieved,top,,0.5665838122367859,False,True,True,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000198,logiqa2-train-002403,test,complex,placebo,placebo,,0.04241052269935608,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000199,logiqa2-train-011917,test,complex,retrieved,target_0.30,0.3,0.30004075169563293,True,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000199,logiqa2-train-008258,test,complex,retrieved,target_0.50,0.5,0.5005493760108948,False,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000199,logiqa2-train-011713,test,complex,retrieved,target_0.70,0.7,0.600443959236145,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000199,logiqa2-train-006155,test,complex,retrieved,top,,0.6013857126235962,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000199,logiqa2-train-002720,test,complex,placebo,placebo,,0.04100487753748894,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000200,logiqa2-train-009872,calibration,complex,retrieved,target_0.30,0.3,0.30000025033950806,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000200,logiqa2-train-010800,calibration,complex,retrieved,target_0.50,0.5,0.5002064108848572,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000200,logiqa2-train-009545,calibration,complex,retrieved,target_0.70,0.7,0.5699656009674072,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000200,logiqa2-train-001523,calibration,complex,retrieved,top,,0.5727729201316833,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000200,logiqa2-train-005568,calibration,complex,placebo,placebo,,0.08679551631212234,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000201,logiqa2-train-012459,calibration,complex,retrieved,target_0.30,0.3,0.3005189597606659,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000201,logiqa2-train-001980,calibration,complex,retrieved,target_0.50,0.5,0.4793001115322113,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000201,logiqa2-train-003702,calibration,complex,retrieved,target_0.70,0.7,0.5385298728942871,False,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000201,logiqa2-train-004189,calibration,complex,retrieved,top,,0.581820011138916,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000201,logiqa2-train-002345,calibration,complex,placebo,placebo,,-0.01719803921878338,False,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000202,logiqa2-train-010929,calibration,complex,retrieved,target_0.30,0.3,0.2999773919582367,True,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000202,logiqa2-train-003390,calibration,complex,retrieved,target_0.70,0.7,0.49466651678085327,False,True,False,-1.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000202,logiqa2-train-000664,calibration,complex,placebo,placebo,,0.04254124313592911,False,True,False,-1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000203,logiqa2-train-007201,calibration,complex,retrieved,target_0.30,0.3,0.3000587224960327,False,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000203,logiqa2-train-012153,calibration,complex,retrieved,target_0.50,0.5,0.5036535263061523,False,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000203,logiqa2-train-004494,calibration,complex,retrieved,top,,0.5876042246818542,True,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000203,logiqa2-train-007115,calibration,complex,placebo,placebo,,0.0914296805858612,True,,,,unresolved,unresolved,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000204,logiqa2-train-000387,calibration,complex,retrieved,target_0.30,0.3,0.30018407106399536,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000204,logiqa2-train-009567,calibration,complex,retrieved,target_0.50,0.5,0.47717389464378357,False,,,,unresolved,unresolved,parser
phi4-mini,logiqa2,logiqa2-validation-000204,logiqa2-train-008362,calibration,complex,retrieved,target_0.70,0.7,0.4711135923862457,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000204,logiqa2-train-011836,calibration,complex,retrieved,top,,0.4898289740085602,True,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000204,logiqa2-train-004626,calibration,complex,placebo,placebo,,-0.03088465891778469,False,,True,,unresolved,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000205,logiqa2-train-009566,test,complex,retrieved,target_0.30,0.3,0.29998403787612915,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000205,logiqa2-train-008330,test,complex,retrieved,target_0.50,0.5,0.5041868686676025,False,False,False,0.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000205,logiqa2-train-000679,test,complex,retrieved,target_0.70,0.7,0.5245540142059326,True,False,True,1.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000205,logiqa2-train-002696,test,complex,retrieved,top,,0.5635583400726318,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000205,logiqa2-train-007373,test,complex,placebo,placebo,,0.06489751487970352,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000206,logiqa2-train-003948,test,complex,retrieved,target_0.30,0.3,0.2998236417770386,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000206,logiqa2-train-009924,test,complex,retrieved,target_0.50,0.5,0.4721449315547943,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000206,logiqa2-train-011683,test,complex,retrieved,target_0.70,0.7,0.4712457060813904,False,False,False,0.0,parser,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000206,logiqa2-train-012174,test,complex,retrieved,top,,0.5525136590003967,True,False,True,1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000206,logiqa2-train-007785,test,complex,placebo,placebo,,0.02474871650338173,True,False,False,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000207,logiqa2-train-001485,calibration,complex,retrieved,target_0.30,0.3,0.30016934871673584,False,False,False,0.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000207,logiqa2-train-008063,calibration,complex,retrieved,target_0.50,0.5,0.49978160858154297,False,False,False,0.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000207,logiqa2-train-005125,calibration,complex,retrieved,target_0.70,0.7,0.6953250169754028,False,False,False,0.0,parser,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000207,logiqa2-train-000665,calibration,complex,retrieved,top,,0.9681071639060974,False,False,False,0.0,parser,judge_fallback,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000207,logiqa2-train-010978,calibration,complex,placebo,placebo,,-0.010563918389379978,False,False,False,0.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000208,logiqa2-train-003250,calibration,complex,retrieved,target_0.50,0.5,0.5005168914794922,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000208,logiqa2-train-012435,calibration,complex,retrieved,target_0.70,0.7,0.532337486743927,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000208,logiqa2-train-009046,calibration,complex,retrieved,top,,0.5526957511901855,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000209,logiqa2-train-006464,calibration,complex,retrieved,target_0.30,0.3,0.2999919652938843,True,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000209,logiqa2-train-008751,calibration,complex,retrieved,target_0.50,0.5,0.5005675554275513,True,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000209,logiqa2-train-006589,calibration,complex,retrieved,target_0.70,0.7,0.5923309326171875,True,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000210,logiqa2-train-000533,test,complex,retrieved,target_0.30,0.3,0.2998645305633545,True,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000210,logiqa2-train-004266,test,complex,retrieved,target_0.50,0.5,0.5041825175285339,False,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000210,logiqa2-train-010126,test,complex,retrieved,target_0.70,0.7,0.49300262331962585,False,True,True,0.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000210,logiqa2-train-008643,test,complex,retrieved,top,,0.5206253528594971,True,True,True,0.0,judge_fallback,parser,judge_fallback
phi4-mini,logiqa2,logiqa2-validation-000211,logiqa2-train-008326,calibration,complex,retrieved,target_0.30,0.3,0.2999492585659027,False,True,False,-1.0,parser,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000211,logiqa2-train-000589,calibration,complex,retrieved,target_0.50,0.5,0.4982047975063324,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000211,logiqa2-train-003881,calibration,complex,retrieved,target_0.70,0.7,0.7263054251670837,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000211,logiqa2-train-000944,calibration,complex,retrieved,top,,0.822845995426178,True,True,False,-1.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000211,logiqa2-train-011220,calibration,complex,placebo,placebo,,0.003060373477637768,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000212,logiqa2-train-007452,calibration,complex,retrieved,target_0.50,0.5,0.4935171902179718,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000212,logiqa2-train-003679,calibration,complex,retrieved,target_0.70,0.7,0.49104464054107666,False,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000212,logiqa2-train-002593,calibration,complex,retrieved,top,,0.5210719704627991,True,False,False,0.0,judge_fallback,judge_fallback,parser
phi4-mini,logiqa2,logiqa2-validation-000212,logiqa2-train-008343,calibration,complex,placebo,placebo,,0.05033256486058235,False,False,True,1.0,judge_fallback,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000213,logiqa2-train-007202,calibration,complex,retrieved,target_0.30,0.3,0.2999805212020874,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000213,logiqa2-train-008825,calibration,complex,retrieved,target_0.50,0.5,0.5000592470169067,True,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000213,logiqa2-train-012208,calibration,complex,retrieved,target_0.70,0.7,0.6264262199401855,False,True,True,0.0,parser,parser,parser
phi4-mini,logiqa2,logiqa2-validation-000213,logiqa2-train-001318,calibration,complex,retrieved,top,,0.6731557846069336,True,True,True,0.0,parser,parser,parser
